OVERALL,-0.82098055207,-0.579818495253	
yellow,-9.40013394361,-9.88893213453	
barraged,-9.40013394361,-9.88893213453	
prefix,-9.40013394361,-9.88893213453	
railing,-9.40013394361,-9.88893213453	
increase,-8.14737097511,-7.94302198547	
granting,-9.40013394361,-9.88893213453	
electricity,-10.0932811242,-9.19578495397	
originality,-9.40013394361,-9.88893213453	
homemakers,-9.40013394361,-9.88893213453	
hormone,-8.9946688355,-9.88893213453	
regional,-10.0932811242,-7.40402548474	
screaming,-9.40013394361,-9.88893213453	
four,-8.30152165494,-8.50263777341	
internally,-10.0932811242,-8.79031984586	
prize,-9.40013394361,-9.88893213453	
customizable,-9.40013394361,-9.88893213453	
wednesday,-10.0932811242,-7.94302198547	
cyberopps,-8.9946688355,-9.88893213453	
charter,-10.0932811242,-8.79031984586	
tired,-8.9946688355,-9.88893213453	
miller,-10.0932811242,-9.19578495397	
bacon,-9.40013394361,-9.88893213453	
tires,-8.70698676305,-9.88893213453	
second,-8.70698676305,-9.19578495397	
errors,-8.30152165494,-9.19578495397	
thunder,-9.40013394361,-9.88893213453	
daysor,-9.40013394361,-9.88893213453	
bonuses,-8.48384321173,-9.88893213453	
increasing,-10.0932811242,-8.27949422209	
mailings,-8.9946688355,-9.88893213453	
affiliates,-8.14737097511,-9.88893213453	
47,-9.40013394361,-9.19578495397	
china,-8.9946688355,-9.88893213453	
borrowers,-9.40013394361,-9.88893213453	
k,-8.70698676305,-9.19578495397	
reports,-10.0932811242,-9.19578495397	
oxymoron,-10.0932811242,-9.19578495397	
i'd,-10.0932811242,-8.79031984586	
i'm,-8.48384321173,-8.50263777341	
explained,-9.40013394361,-9.88893213453	
lengthen,-9.40013394361,-9.88893213453	
replace,-9.40013394361,-9.19578495397	
brought,-9.40013394361,-9.88893213453	
stern,-9.40013394361,-9.88893213453	
055,-10.0932811242,-8.79031984586	
txu,-10.0932811242,-8.79031984586	
classifieds,-9.40013394361,-9.88893213453	
unit,-10.0932811242,-7.80949059285	
derivatives,-10.0932811242,-8.50263777341	
spoke,-10.0932811242,-8.79031984586	
'underga,-10.0932811242,-9.19578495397	
catchy,-9.40013394361,-9.88893213453	
music,-10.0932811242,-9.19578495397	
therefore,-8.48384321173,-8.50263777341	
passport,-9.40013394361,-9.88893213453	
until,-8.30152165494,-7.32398277707	
'swbe,-10.0932811242,-9.19578495397	
successful,-7.20290936627,-9.88893213453	
brings,-8.70698676305,-8.79031984586	
yahoo,-8.01383958249,-9.88893213453	
99,-7.79069603117,-5.86358044379	
98,-9.40013394361,-9.88893213453	
90,-9.40013394361,-8.79031984586	
92,-9.40013394361,-9.88893213453	
95,-7.32069240193,-9.88893213453	
97,-9.40013394361,-9.88893213453	
circumstances,-10.0932811242,-9.19578495397	
espcially,-9.40013394361,-9.88893213453	
example,-8.48384321173,-8.50263777341	
currency,-9.40013394361,-9.88893213453	
reviewing,-9.40013394361,-9.88893213453	
want,-6.56692059955,-8.50263777341	
absolute,-8.9946688355,-9.88893213453	
travel,-8.9946688355,-9.19578495397	
damage,-9.40013394361,-9.88893213453	
machine,-9.40013394361,-9.88893213453	
how,-6.69208374251,-7.80949059285	
hot,-8.9946688355,-9.88893213453	
hou,-10.0932811242,-4.55621334126	
significance,-10.0932811242,-9.19578495397	
place,-7.38523092307,-7.94302198547	
wrong,-8.70698676305,-9.88893213453	
chums,-9.40013394361,-9.88893213453	
siberia,-9.40013394361,-9.88893213453	
vance,-10.0932811242,-8.79031984586	
hzriubp,-9.40013394361,-9.88893213453	
effective,-8.70698676305,-7.69170755719	
baggage,-9.40013394361,-9.88893213453	
democratic,-10.0932811242,-8.79031984586	
wing,-10.0932811242,-9.19578495397	
wind,-10.0932811242,-9.19578495397	
kvie,-9.40013394361,-9.88893213453	
vary,-9.40013394361,-9.88893213453	
kickoff,-10.0932811242,-8.79031984586	
classrom,-10.0932811242,-9.19578495397	
rankings,-10.0932811242,-9.19578495397	
striking,-10.0932811242,-9.19578495397	
pilkington,-9.40013394361,-9.88893213453	
davis's,-10.0932811242,-9.19578495397	
shenkman,-10.0932811242,-9.19578495397	
accrual,-10.0932811242,-8.79031984586	
effects,-9.40013394361,-9.88893213453	
ezine______________________________________________________,-9.40013394361,-9.88893213453	
undeveloped,-9.40013394361,-9.88893213453	
silver,-9.40013394361,-9.88893213453	
