OVERALL,-0.82098055207,-0.579818495253	
increase,-7.9857274469,-7.7407886178	
regional,-9.93163759595,-7.20179211707	
four,-8.13987812672,-8.30040440574	
wednesday,-9.93163759595,-7.7407886178	
tires,-8.54534323483,-9.68669876686	
second,-8.54534323483,-8.9935515863	
errors,-8.13987812672,-8.9935515863	
bonuses,-8.32219968352,-9.68669876686	
increasing,-9.93163759595,-8.07726085443	
affiliates,-7.9857274469,-9.68669876686	
k,-8.54534323483,-8.9935515863	
i'm,-8.32219968352,-8.30040440574	
unit,-9.93163759595,-7.60725722518	
derivatives,-9.93163759595,-8.30040440574	
therefore,-8.32219968352,-8.30040440574	
until,-8.13987812672,-7.1217494094	
successful,-7.04126583806,-9.68669876686	
brings,-8.54534323483,-8.58808647819	
yahoo,-7.85219605427,-9.68669876686	
99,-7.62905250296,-5.66134707612	
90,-9.23849041539,-8.58808647819	
95,-7.15904887371,-9.68669876686	
example,-8.32219968352,-8.30040440574	
want,-6.40527707134,-8.30040440574	
travel,-8.83302530728,-8.9935515863	
how,-6.53044021429,-7.60725722518	
hou,-9.93163759595,-4.35397997359	
place,-7.22358739485,-7.7407886178	
wrong,-8.54534323483,-9.68669876686	
effective,-8.54534323483,-7.48947418952	
financial,-8.83302530728,-7.28880349406	
message,-6.98719861679,-8.58808647819	
re,-7.85219605427,-6.50864493651	
encourage,-9.93163759595,-8.07726085443	
ate,-8.83302530728,-8.9935515863	
today's,-7.9857274469,-9.68669876686	
service,-6.08148999424,-8.58808647819	
needed,-8.83302530728,-7.60725722518	
master,-8.54534323483,-9.68669876686	
listed,-8.54534323483,-8.07726085443	
legs,-8.54534323483,-9.68669876686	
profitbanners,-8.32219968352,-9.68669876686	
project,-7.44673094616,-7.60725722518	
feeling,-9.23849041539,-8.58808647819	
responsible,-9.93163759595,-8.07726085443	
shall,-7.73441301862,-8.9935515863	
microsale,-7.73441301862,-9.68669876686	
letter,-6.59943308578,-9.68669876686	
organization,-9.93163759595,-7.7407886178	
camp,-9.93163759595,-7.60725722518	
saying,-8.32219968352,-9.68669876686	
meetings,-9.23849041539,-7.7407886178	
nominated,-9.93163759595,-8.07726085443	
participate,-9.23849041539,-8.30040440574	
layout,-8.54534323483,-9.68669876686	
louise,-9.93163759595,-7.48947418952	
net,-6.43513003449,-8.30040440574	
volatility,-9.93163759595,-8.07726085443	
respond,-7.85219605427,-8.9935515863	
branding,-7.73441301862,-9.68669876686	
best,-6.9359053224,-7.48947418952	
never,-7.9857274469,-8.9935515863	
here,-6.08148999424,-7.38411367387	
debt,-7.85219605427,-7.89493929763	
country,-6.9359053224,-8.07726085443	
asked,-9.23849041539,-8.58808647819	
and,-3.96293003597,-4.05548698504	
dhar,-9.93163759595,-8.07726085443	
much,-7.0984242519,-7.38411367387	
location,-9.93163759595,-7.20179211707	
life,-7.44673094616,-8.9935515863	
dave,-9.93163759595,-7.38411367387	
worked,-8.83302530728,-8.9935515863	
things,-8.13987812672,-8.30040440574	
cindy,-9.93163759595,-7.89493929763	
josey,-9.93163759595,-7.60725722518	
corporate,-9.23849041539,-7.60725722518	
previous,-9.93163759595,-7.38411367387	
had,-7.62905250296,-7.20179211707	
easy,-7.0984242519,-9.68669876686	
osman,-9.93163759595,-8.07726085443	
possible,-7.73441301862,-7.38411367387	
desire,-8.54534323483,-9.68669876686	
right,-7.15904887371,-8.58808647819	
old,-7.9857274469,-8.9935515863	
people,-6.46590169315,-7.60725722518	
for,-4.61351760211,-4.54503521036	
individuals,-9.93163759595,-8.07726085443	
valium,-8.54534323483,-9.68669876686	
dollars,-7.9857274469,-8.9935515863	
o,-8.13987812672,-9.68669876686	
son,-7.73441301862,-9.68669876686	
support,-8.83302530728,-6.97864856576	
joseph,-8.83302530728,-7.89493929763	
jana,-8.54534323483,-9.68669876686	
happy,-9.93163759595,-8.07726085443	
offer,-6.71276177108,-8.58808647819	
congratulations,-8.83302530728,-8.07726085443	
accounting,-9.93163759595,-7.89493929763	
floor,-9.93163759595,-8.07726085443	
role,-9.93163759595,-6.74225978769	
intend,-9.23849041539,-8.58808647819	
time,-6.59943308578,-6.79632700896	
hold,-8.54534323483,-9.68669876686	
consolidation,-8.54534323483,-8.30040440574	
minute,-8.83302530728,-8.58808647819	
leave,-9.23849041539,-8.30040440574	
team,-9.23849041539,-6.74225978769	
sign,-8.54534323483,-8.9935515863	
designs,-8.32219968352,-9.68669876686	
current,-8.32219968352,-7.89493929763	
understanding,-8.32219968352,-7.89493929763	
address,-6.63580072995,-8.9935515863	
along,-8.32219968352,-9.68669876686	
working,-8.13987812672,-7.89493929763	
thanking,-8.83302530728,-8.9935515863	
explorer,-8.54534323483,-9.68669876686	
spot,-9.23849041539,-8.07726085443	
date,-9.23849041539,-8.07726085443	
such,-7.9857274469,-8.30040440574	
stress,-8.13987812672,-9.68669876686	
natural,-9.23849041539,-7.7407886178	
st,-9.23849041539,-8.58808647819	
so,-6.32071968331,-6.46782294199	
sc,-8.13987812672,-9.68669876686	
sa,-9.93163759595,-8.07726085443	
webpage,-8.32219968352,-9.68669876686	
course,-7.44673094616,-9.68669876686	
jim,-8.83302530728,-8.9935515863	
matches,-8.32219968352,-9.68669876686	
aeopublishing,-6.53044021429,-9.68669876686	
sponsor,-8.32219968352,-9.68669876686	
ilug,-8.54534323483,-9.68669876686	
internet,-6.49765039147,-9.68669876686	
undercollection,-9.93163759595,-8.07726085443	
million,-7.04126583806,-9.68669876686	
possibility,-8.83302530728,-8.58808647819	
quite,-9.23849041539,-8.30040440574	
training,-9.23849041539,-7.48947418952	
one,-5.88858632812,-7.20179211707	
submit,-7.62905250296,-8.9935515863	
vote,-7.85219605427,-9.68669876686	
open,-8.83302530728,-7.89493929763	
city,-8.13987812672,-9.68669876686	
2,-5.90628590522,-6.42860222884	
williams,-9.93163759595,-7.60725722518	
future,-7.53374232315,-8.07726085443	
individualized,-9.93163759595,-8.30040440574	
san,-9.93163759595,-8.07726085443	
sam,-9.93163759595,-8.30040440574	
say,-8.32219968352,-8.58808647819	
allen,-9.23849041539,-8.07726085443	
turner,-8.83302530728,-8.9935515863	
sap,-9.93163759595,-6.8534854228	
aside,-8.32219968352,-9.68669876686	
instructed,-8.54534323483,-9.68669876686	
note,-7.9857274469,-8.30040440574	
take,-7.36668823849,-7.60725722518	
gibner,-9.93163759595,-7.48947418952	
printer,-9.93163759595,-6.50864493651	
pages,-7.62905250296,-9.68669876686	
lawn,-8.83302530728,-8.9935515863	
average,-8.32219968352,-9.68669876686	
slow,-9.93163759595,-8.30040440574	
going,-7.36668823849,-6.91411004462	
resource,-8.54534323483,-8.58808647819	
bombs,-8.54534323483,-9.68669876686	
harvey,-9.93163759595,-8.07726085443	
sponsorship,-7.62905250296,-9.68669876686	
listinfo,-8.54534323483,-9.68669876686	
many,-6.84059514259,-8.30040440574	
s,-7.29258026634,-6.35449425668	
stretch,-9.23849041539,-8.58808647819	
west,-8.54534323483,-8.58808647819	
breath,-8.13987812672,-9.68669876686	
enable,-8.32219968352,-9.68669876686	
consultant,-8.54534323483,-9.68669876686	
situation,-8.32219968352,-9.68669876686	
fame,-8.54534323483,-9.68669876686	
advertisement,-8.32219968352,-9.68669876686	
summer,-8.13987812672,-9.68669876686	
212,-9.93163759595,-8.30040440574	
being,-8.32219968352,-7.28880349406	
rest,-8.13987812672,-9.68669876686	
weekly,-8.54534323483,-8.9935515863	
around,-8.83302530728,-8.07726085443	
assemblyman,-9.93163759595,-8.30040440574	
traffic,-7.53374232315,-9.68669876686	
world,-7.53374232315,-9.68669876686	
discarded,-8.54534323483,-9.68669876686	
power,-8.83302530728,-6.55120455093	
retains,-9.93163759595,-8.30040440574	
leadership,-9.93163759595,-7.04764143724	
package,-9.93163759595,-8.07726085443	
industry,-7.73441301862,-8.9935515863	
