7.014561734760835776e+00,6.628970285033458865e+00
2.994076803574117651e+00,1.012996403758493980e+00
6.204327285046010942e+00,4.289248717609172701e+00
3.010120249643481571e+00,1.755285892882072707e+00
3.621115656569123153e+00,1.616581500681212313e+00
1.103895926037624375e-01,3.217968032019701496e+00
2.618228445670242266e+00,-9.465493762738811379e-01
2.949609437115132238e+00,-3.957477417263654540e-01
3.947169284384095533e+00,-5.879720630362168798e-02
4.324757962971042535e-01,3.783913716808654737e+00
6.063216374275936182e+00,6.338503647998731338e+00
1.151087538046152048e+00,2.965616477015569963e+00
3.532301243692086423e+00,-3.576548969567938663e-01
3.701881996330574687e+00,6.517555277720683549e+00
3.544147185710276649e+00,1.909540148791882386e+00
5.948820175789114595e-01,4.885389409806206729e+00
1.077257785088593378e+00,4.724208196772154089e+00
6.974645929996565741e+00,5.560580865075258394e+00
4.210148579051172235e-01,2.854671447719696609e+00
4.640402628787921202e+00,5.582855275680913110e+00
4.980128318926475117e+00,6.291022104348660271e-01
6.059569386146104186e+00,6.692003271869504388e+00
5.374668063406605079e+00,7.603778908569541528e+00
5.722146387997137928e+00,5.356107441150362192e+00
4.978199229780371660e+00,6.540435529783190205e+00
2.288238701947871601e+00,-9.420986765398792206e-01
8.200852799730105502e+00,5.903386758388246669e+00
9.514260559518515903e-01,5.182831413252936059e+00
-4.107137243785736747e-01,4.206532668412946485e+00
3.235813071812494446e+00,1.299587109364265247e+00
4.595421272112122368e-01,2.777370928065232114e+00
6.959190282911343672e+00,3.106448831980290315e+00
1.791111193468993834e+00,5.552914138969082813e+00
3.904772348889385292e+00,1.097645720616777121e+00
6.427798841748297298e-02,5.421418838174695054e+00
-1.923657925016982739e-01,3.277240252313541546e+00
1.347815203959978225e+00,3.671665315885818348e+00
-1.427450486273300345e-01,5.855797718426387632e+00
4.733085387877347117e+00,-1.099624186866077435e+00
4.342044872117567067e+00,-5.054554564575511888e-01
5.318915990874768518e+00,5.643989097741817673e+00
8.617220403931447059e-02,3.114350207167864149e+00
1.904879339625282553e+00,5.428194730623087771e+00
3.944503133459852595e+00,2.971494841365042716e-01
4.780804516961367767e+00,6.658923476456724444e+00
2.688091502853012127e+00,-1.275753124937020866e+00
3.072786935654009177e+00,1.965243654211488611e+00
6.589770063920310506e+00,8.350759044221604199e+00
4.239962930154892007e+00,-2.201452739545299853e-01
-2.963513914629013479e-01,4.100458541405955337e+00
-2.708559748990543858e-01,4.704853553150666556e+00
6.365838214317697030e+00,5.446196426053290907e+00
5.695179691539671296e+00,6.179439901151610570e+00
4.717274681289039151e+00,5.214432168261072142e+00
3.984214613080206302e+00,-6.019485568204736570e-01
2.546205299969046099e+00,-9.401920817994119384e-01
2.660185841363896242e-01,2.934294651907689122e+00
-7.919911931944360051e-01,4.348840184799429132e+00
6.855565111340664153e+00,5.156566360083852274e+00
4.503930266455690584e-02,2.876609914297173720e+00
4.120609057686919208e+00,-1.073092810191075719e+00
5.225733111158956667e+00,5.983359225368234391e-01
-6.255863761370185072e-01,4.290900671601870719e+00
3.953008304986465937e+00,-9.387889345213558112e-01
7.273113539214325129e+00,7.140174987688636676e+00
4.216884459519071093e+00,-7.479648534897174184e-01
1.500730749290267285e+00,4.160372161197998686e+00
6.168246621295168985e+00,5.091708344435743605e+00
1.274831774293167186e+00,4.196319951099800605e+00
4.257485657164066239e+00,1.284402277812547455e+00
5.481356889952769151e+00,5.966591684453825373e+00
4.049043231859777769e+00,1.198878230106539711e+00
-8.105720241724193031e-02,5.042318980488152746e+00
7.961042565822471495e+00,4.621520926741546020e+00
5.338372030179713512e+00,-1.458163054371025780e+00
-6.495441615424693005e-01,3.006488167066700079e+00
3.217699566242869125e+00,-1.162457195867888204e+00
-2.399239720214308702e-01,6.116453981784358618e+00
6.485214493522694745e+00,4.896673559749333826e+00
6.512068482966585137e+00,5.533768443630548539e+00
5.988072653912552390e+00,5.663117004836249357e+00
3.170376786725872531e+00,1.740914941337489141e+00
8.436458843639693672e-01,2.808044026842462237e+00
-1.018192887112404632e-01,3.935267910845456019e+00
6.379678525879187490e+00,7.269227840592431988e+00
6.246222997497241636e+00,6.201858186754171776e+00
2.240370482564292554e-02,3.977498065793500626e+00
6.001034111881562438e-01,4.874343373740895657e+00
-2.114074087520358969e-01,2.413192209884250872e+00
4.844402248445653036e+00,8.859647326430276637e-01
1.227916007780943675e+00,4.326729870407299394e+00
5.942281737087274252e+00,6.963489710148746958e+00
5.892727079505402976e+00,5.163951854972347988e+00
2.931657708437219068e+00,-3.103491415151329313e-01
-1.005016669532549534e+00,4.733237055479589728e+00
5.706622510145741956e+00,3.897458870933885766e+00
-1.966973838932663809e-01,5.184133485115419049e+00
3.553085085207814409e+00,7.881247231698470523e-01
9.029334861616623575e-01,3.015476527510378091e+00
7.037671414596615271e+00,6.832702688912833722e+00
3.731222865179133485e+00,-1.327599596018130157e+00
6.754164637585270414e-01,3.267782906582561875e+00
-1.651091917062770531e-01,4.739126346586780336e+00
7.174579609436604777e+00,6.880242150327823936e+00
8.194681734687124797e-01,2.686956555902164645e+00
4.205627642344617279e+00,-4.377042765539298497e-01
-1.092623464994789684e+00,5.311787182674629904e+00
7.026027081434050636e+00,6.561093034294187554e+00
3.262567696079295754e+00,-4.052636086872355992e-01
5.828186405275559423e-01,4.057947824131557191e+00
7.041213954534726760e+00,5.742562634503437735e+00
3.899292774994497890e+00,-4.412171638836888121e-01
2.286526467696753162e+00,9.612328986805841469e-01
3.383310363715943403e+00,-1.712954775166065924e-01
-1.354984524768147736e-01,2.652953347390720307e+00
-4.447769389352438929e-01,4.478662278410472375e+00
1.122769766024682925e+00,1.167553418708884738e+00
3.362006072974795812e-01,4.169083917359709623e+00
5.935837616889482860e+00,5.058580839924352368e+00
3.476346043418371057e+00,-8.127726800257919493e-01
3.159795347234521934e+00,1.145014083124331172e+00
6.643781405792550387e-01,3.615383953073393553e+00
3.333171442846285970e+00,-1.074246811217213216e+00
6.420904206784837365e-02,4.003233834184754869e+00
3.674504574837503146e+00,1.400841142739864154e+00
3.970614250636874232e+00,5.064412976521365017e+00
5.006585762605989309e+00,1.773288051230054618e+00
3.660086317609115625e+00,-1.019249447347310378e+00
1.039381143772583727e+00,1.658475279515954359e-01
5.125625103212581024e+00,6.645368218226400892e+00
-6.852886942749876198e-01,3.094675305592585524e+00
6.662058213407068052e+00,6.266636777275639503e+00
3.691485244311524028e+00,3.574555132907738519e-01
-4.419908911369046511e-01,2.827151211536075515e+00
5.435354721219734841e+00,6.909663155229125664e+00
4.372577612524448654e+00,-1.102963206452232336e+00
2.543703601389765367e+00,-1.034369635232500695e+00
5.460307969028048269e+00,-2.008629582779243861e-01
3.634221044098183917e+00,3.970821154075397930e-01
4.351718469303945014e+00,2.835379194202821695e-01
-1.242361769391422843e+00,2.531613681571112995e+00
1.778993760741985619e-01,5.920616015267759380e+00
-8.294181404336151697e-01,4.361499956762545871e+00
7.403848474606568253e+00,6.499822361177374219e+00
6.135796138925404541e+00,6.173383749392683306e+00
-9.395624571751456933e-02,3.665212601192125774e+00
6.382494479942079080e-01,3.586402190820919156e+00
5.541852949519500804e+00,-1.423588679250301636e-01
-1.134991967849658501e+00,3.234184683784178560e+00
4.510094509431504584e+00,7.564367762195631784e-01
4.452223190060344393e+00,6.058117216896983237e+00
3.827882114437689332e+00,1.545115705817165785e-01
5.006334928725998168e+00,6.517897187729756681e+00
1.040403568152900471e+00,4.979981599639704548e+00
-7.895165547038501819e-01,3.218429611796851830e+00
1.003944005705281084e+00,4.955866809198701262e+00
4.014757370137300718e+00,-1.448238786497835884e+00
-1.782285348994669671e-01,3.069512438060622905e+00
4.246445481229687680e+00,2.174019380375045607e+00
6.280243077402591467e+00,6.016321820359477712e+00
-6.126941408838773029e-01,1.660850310531493790e+00
6.605536557866522607e-01,4.634632404886445123e+00
3.198654637217754448e+00,-7.634802442172740067e-01
5.712367988635270066e+00,5.709749995066218275e+00
5.340767534632439251e+00,5.796473507555162996e+00
3.991797614157347684e+00,-5.955002120737170612e-01
-1.112481184506064480e+00,4.683488818609323978e+00
4.031791980852720059e+00,7.964259398895982001e-01
6.959126927338115109e+00,4.451461904975952955e+00
-1.987244874032200181e-01,4.081067222806206374e+00
6.255406824224062134e+00,6.487127340661598573e+00
-4.809680719415324046e-01,-9.952678933269343275e-02
-5.786722794518802671e-01,3.209652336037136511e+00
6.663658784281496494e-01,3.738138113388175920e+00
-1.696916102144344074e-01,3.349715346247274184e+00
3.160954563148843377e+00,2.193539340086028577e+00
3.492259555262461124e+00,-8.136292648586797294e-02
7.306876631275257550e-01,5.701520360193723214e+00
4.178939972905621580e+00,4.505938954681829034e-01
6.765905614763475739e+00,6.322798147982917172e+00
3.753343981512117011e+00,7.431953349994735447e-01
-2.729466792065582056e-02,3.615409356576205102e+00
5.643858860565329039e+00,5.425378194835561274e+00
