"1000"	"10001"
"1001"	"10001"
"1002"	"10001"
"1003"	"10002"
"1004"	"10003"
"1005"	"10004"
"1006"	"10005"
"1007"	"10007"
"1008"	"10009"
"1009"	"10009"
"1010"	"10010"
"1011"	"10010"
"1012"	"10010"
"1013"	"10010"
"1014"	"10010"
"1015"	"10011"
"1016"	"10011"
"1017"	"10011"
"1018"	"10011"
"1019"	"10011"
"1020"	"10012"
"1021"	"10012"
"1022"	"10013"
"1023"	"10014"
"1024"	"10015"
"1025"	"10016"
"1026"	"10016"
"1027"	"10017"
"1028"	"10017"
"1029"	"10019"
"1030"	"10019"
"1031"	"10019"
"1032"	"10019"
"1033"	"10019"
"1034"	"10020"
"1035"	"10021"
"1036"	"10021"
"1037"	"10021"
"1038"	"10021"
"1039"	"10021"
"1040"	"10021"
"1041"	"10021"
"1042"	"10021"
"1043"	"10021"
"1044"	"10024"
"1045"	"10025"
"1046"	"10027"
"1048"	"10030"
"1049"	"10031"
"1050"	"10032"
"1051"	"10035"
"1052"	"10035"
"1053"	"10035"
"1054"	"10036"
"1055"	"10037"
"1056"	"10037"
"1057"	"10038"
"1058"	"10039"
"1059"	"10047"
"1060"	"10053"
"1061"	"10058"
"1062"	"10065"
"1063"	"10067"
"1064"	"10068"
"1065"	"10068"
"1066"	"10068"
"1067"	"10068"
"1068"	"10068"
"1069"	"10068"
"1070"	"10068"
"1071"	"10068"
"1072"	"10068"
"1073"	"10078"
"1074"	"10085"
"1075"	"10104"
"1076"	"10107"
"1077"	"10109"
"1078"	"10122"
"1079"	"10122"
"1080"	"10126"
"1081"	"10127"
"1082"	"10127"
"1083"	"10127"
"1084"	"10132"
"1085"	"10132"
"1086"	"10132"
"1087"	"10132"
"1088"	"10132"
"1089"	"10132"
"1090"	"10133"
"1091"	"10142"
"1092"	"10150"
"1093"	"10156"
"1094"	"10156"
"1095"	"10156"
"1096"	"10156"
"1097"	"10156"
"1098"	"10157"
"1099"	"10159"
"1100"	"10165"
"1101"	"10166"
"1102"	"10168"
"1103"	"10168"
"1104"	"10191"
"1105"	"10197"
"1106"	"10198"
"1107"	"10198"
"1108"	"10205"
"1109"	"10205"
"1110"	"10208"
"1111"	"10208"
"1112"	"10208"
"1113"	"10215"
"1114"	"10216"
"1115"	"10216"
"1116"	"10225"
"1117"	"10228"
"1118"	"10235"
"1119"	"10240"
"1120"	"10241"
"1121"	"10241"
"1122"	"10243"
"1123"	"10254"
"1124"	"10263"
"1125"	"10269"
"1126"	"10272"
"1127"	"10286"
"1128"	"10286"
"1129"	"10290"
"1130"	"10306"
"1131"	"10316"
"1132"	"10316"
"1133"	"10319"
"1134"	"10335"
"1135"	"10339"
"1136"	"10348"
"1137"	"10348"
"1138"	"10351"
"1139"	"10362"
"1140"	"10363"
"1141"	"10372"
"1142"	"10372"
"1143"	"10381"
"1144"	"10406"
"1145"	"10418"
"1146"	"10429"
"1147"	"10438"
"1148"	"10468"
"1149"	"10471"
"1150"	"10473"
"1151"	"10482"
"1152"	"10486"
"1153"	"10500"
"1154"	"10564"
"1155"	"10606"
"1156"	"10624"
"1157"	"10627"
"1158"	"10632"
"1159"	"10661"
"1160"	"10669"
"1161"	"10677"
"1162"	"10699"
"1163"	"10744"
"1164"	"10752"
"1165"	"10784"
"1166"	"10788"
"1167"	"10791"
"1168"	"10797"
"1169"	"10797"
"1170"	"10821"
"1171"	"10828"
"1172"	"10834"
"1173"	"10842"
"1174"	"10866"
"1175"	"10888"
"1176"	"10932"
"1177"	"10951"
"1178"	"11008"
"1179"	"11027"
"1180"	"11035"
"1181"	"11044"
"1182"	"11090"
"1183"	"11111"
"1184"	"11134"
"1185"	"11142"
"1186"	"11150"
"1187"	"11173"
"1188"	"11190"
"1189"	"11243"
"1190"	"11287"
"1191"	"11331"
"1192"	"11359"
"1193"	"11367"
"1194"	"11372"
"1195"	"11429"
"1196"	"11431"
"1197"	"11444"
"1198"	"11482"
"1199"	"11644"
"1200"	"11674"
"1201"	"11800"
"1202"	"11802"
"1203"	"11806"
"1204"	"11904"
"1205"	"11917"
"1206"	"12011"
"1207"	"12135"
"1208"	"12177"
"1209"	"12239"
"1210"	"12359"
"1211"	"12395"
"1212"	"12421"
"1213"	"12472"
"1214"	"12515"
"1215"	"12577"
"1216"	"12666"
"1217"	"12675"
"1218"	"12714"
"1219"	"12746"
"1220"	"12795"
"1221"	"12815"
"1222"	"12819"
"1223"	"12828"
"1224"	"13041"
"1225"	"13061"
"1226"	"13179"
"1227"	"13235"
"1228"	"13266"
"1229"	"13510"
"1230"	"13541"
"1231"	"13918"
"1232"	"13926"
"1233"	"14363"
"1234"	"14418"
"1235"	"14522"
"1236"	"14738"
"1237"	"14764"
"1238"	"15247"
"1239"	"15361"
"1240"	"15461"
"1241"	"15820"
"1242"	"16289"
"1243"	"16904"
"1244"	"16967"
"1245"	"16999"
"1246"	"17120"
"1247"	"18240"
"1248"	"18347"
"1249"	"18384"
"1250"	"18534"
"1251"	"18941"
"1252"	"19483"
"1253"	"19746"
"1254"	"20190"
"1255"	"20277"
"1256"	"20832"
"1257"	"21184"
"1258"	"21399"
"1259"	"21424"
"1260"	"21894"
"1261"	"22485"
"1262"	"24951"
"1263"	"26122"
"1264"	"26801"
"1265"	"26811"
"1266"	"26815"
"1267"	"27482"
"1268"	"27503"
"1269"	"28044"
"1270"	"28493"
"1271"	"28493"
"1272"	"28493"
"1273"	"28493"
"1274"	"28493"
"1275"	"28903"
"1276"	"29654"
"1277"	"30111"
"1278"	"30460"
"1279"	"31062"
"1280"	"33424"
"1281"	"37099"
"1282"	"39877"
"1283"	"41033"
"1284"	"41108"
"1295"	"10028"
